id,key,value,type 
154051592,gnis:County,Gwinnett,regular
154051592,gnis:ST_num,13,regular
154051592,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154051592,gnis:ST_alpha,GA,regular
154051592,gnis:County_num,135,regular
154055522,ele,281,regular
154055522,name,Metropolitan Mobile Home Park,regular
154055522,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154055522,place,hamlet,regular
154055522,id,1688251,gnis
154055522,gnis:Class,Populated Place,regular
154055522,gnis:County,Gwinnett,regular
154055522,gnis:ST_num,13,regular
154055522,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154055522,gnis:ST_alpha,GA,regular
154055522,gnis:County_num,135,regular
154068186,ele,308,regular
154068186,name,Knollwood,regular
154068186,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154068186,place,neighbourhood,regular
154068186,id,1688212,gnis
154068186,gnis:Class,Populated Place,regular
154068186,gnis:County,Gwinnett,regular
154068186,gnis:ST_num,13,regular
154068186,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154068186,gnis:ST_alpha,GA,regular
154068186,gnis:County_num,135,regular
154071758,ele,282,regular
154071758,name,Beaver Hills,regular
154071758,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154071758,place,neighbourhood,regular
154071758,id,1688019,gnis
154071758,gnis:Class,Populated Place,regular
154071758,gnis:County,Gwinnett,regular
154071758,gnis:ST_num,13,regular
154071758,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154071758,gnis:ST_alpha,GA,regular
154071758,gnis:County_num,135,regular
154075048,ele,336,regular
154075048,name,Allendale,regular
154075048,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154075048,place,hamlet,regular
154075048,id,331025,gnis
154075048,gnis:Class,Populated Place,regular
154075048,gnis:County,Gwinnett,regular
154075048,gnis:ST_num,13,regular
154075048,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154075048,gnis:ST_alpha,GA,regular
154075048,gnis:County_num,135,regular
154075225,ele,311,regular
154075225,name,Forest Manor North,regular
154075225,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154075225,place,hamlet,regular
154075225,id,1688140,gnis
154075225,gnis:Class,Populated Place,regular
154075225,gnis:County,Gwinnett,regular
154075225,gnis:ST_num,13,regular
154075225,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154075225,gnis:ST_alpha,GA,regular
154075225,gnis:County_num,135,regular
154077400,ele,290,regular
154077400,name,Summit Chase,regular
154077400,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154077400,place,neighbourhood,regular
154077400,id,1688393,gnis
154077400,gnis:Class,Populated Place,regular
154077400,gnis:County,Gwinnett,regular
154077400,gnis:ST_num,13,regular
154077400,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154077400,gnis:ST_alpha,GA,regular
154077400,gnis:County_num,135,regular
154083096,ele,320,regular
154083096,name,Dacula,regular
154083096,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154083096,place,town,regular
154083096,id,333990,gnis
154083096,gnis:Class,Populated Place,regular
154083096,population,4484,regular
154083096,gnis:County,Gwinnett,regular
154083096,gnis:ST_num,13,regular
154083096,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154083096,gnis:ST_alpha,GA,regular
154083096,gnis:County_num,135,regular
154083096,population,4484;2006,census
154085362,ele,277,regular
154085362,name,Cedar Creek,regular
154085362,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154085362,place,hamlet,regular
154085362,id,1688066,gnis
154085362,gnis:Class,Populated Place,regular
154085362,gnis:County,Gwinnett,regular
154085362,gnis:ST_num,13,regular
154085362,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154085362,gnis:ST_alpha,GA,regular
154085362,gnis:County_num,135,regular
154092211,ele,270,regular
154092211,name,Sarann Woods,regular
154092211,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154092211,place,neighbourhood,regular
154092211,id,1688354,gnis
154092211,gnis:Class,Populated Place,regular
154092211,gnis:County,Gwinnett,regular
154092211,gnis:ST_num,13,regular
154092211,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154092211,gnis:ST_alpha,GA,regular
154092211,gnis:County_num,135,regular
154093132,ele,324,regular
154093132,name,Williams Place,regular
154093132,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154093132,id,1688429,gnis
154093132,gnis:Class,Populated Place,regular
154093132,gnis:County,Gwinnett,regular
154093132,gnis:ST_num,13,regular
154093132,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154093132,gnis:ST_alpha,GA,regular
154093132,gnis:County_num,135,regular
154099998,ele,292,regular
154099998,name,Emerald Forest,regular
154099998,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154099998,place,hamlet,regular
154099998,id,1688108,gnis
154099998,gnis:Class,Populated Place,regular
154099998,gnis:County,Gwinnett,regular
154099998,gnis:ST_num,13,regular
154099998,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154099998,gnis:ST_alpha,GA,regular
154099998,gnis:County_num,135,regular
154103059,ele,293,regular
154103059,name,Meadow,regular
154103059,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154103059,place,neighbourhood,regular
154103059,id,332362,gnis
154103059,gnis:Class,Populated Place,regular
154103059,gnis:County,Gwinnett,regular
154103059,gnis:ST_num,13,regular
154103059,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154103059,gnis:ST_alpha,GA,regular
154103059,gnis:County_num,135,regular
154117109,ele,287,regular
154117109,name,River Bridge,regular
154117109,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154117109,place,hamlet,regular
154117109,id,1688327,gnis
154117109,gnis:Class,Populated Place,regular
154117109,gnis:County,Gwinnett,regular
154117109,gnis:ST_num,13,regular
154117109,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154117109,gnis:ST_alpha,GA,regular
154117109,gnis:County_num,135,regular
154122094,ele,331,regular
154122094,name,Habersham Hills,regular
154122094,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154122094,place,hamlet,regular
154122094,id,1688178,gnis
154122094,gnis:Class,Populated Place,regular
154122094,gnis:County,Gwinnett,regular
154122094,gnis:ST_num,13,regular
154122094,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154122094,gnis:ST_alpha,GA,regular
154122094,gnis:County_num,135,regular
154122190,ele,339,regular
154122190,name,Rock Creek Estates,regular
154122190,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154122190,place,hamlet,regular
154122190,id,1688336,gnis
154122190,gnis:Class,Populated Place,regular
154122190,gnis:County,Gwinnett,regular
154122190,gnis:ST_num,13,regular
154122190,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154122190,gnis:ST_alpha,GA,regular
154122190,gnis:County_num,135,regular
154123913,ele,283,regular
154123913,name,Alcovy Forest,regular
154123913,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154123913,place,neighbourhood,regular
154123913,id,1688011,gnis
154123913,gnis:Class,Populated Place,regular
154123913,gnis:County,Gwinnett,regular
154123913,gnis:ST_num,13,regular
154123913,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154123913,gnis:ST_alpha,GA,regular
154123913,gnis:County_num,135,regular
154123929,ele,316,regular
154123929,name,Forest River,regular
154123929,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154123929,place,neighbourhood,regular
154123929,id,1688141,gnis
154123929,gnis:Class,Populated Place,regular
154123929,gnis:County,Gwinnett,regular
154123929,gnis:ST_num,13,regular
154123929,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154123929,gnis:ST_alpha,GA,regular
154123929,gnis:County_num,135,regular
154130543,ele,320,regular
154130543,name,Cotton Creek,regular
154130543,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154130543,place,hamlet,regular
154130543,id,1688086,gnis
154130543,gnis:Class,Populated Place,regular
154130543,gnis:County,Gwinnett,regular
154130543,gnis:ST_num,13,regular
154130543,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154130543,gnis:ST_alpha,GA,regular
154130543,gnis:County_num,135,regular
154131083,ele,312,regular
154131083,name,Steven Hills,regular
154131083,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154131083,place,hamlet,regular
154131083,id,1688381,gnis
154131083,gnis:Class,Populated Place,regular
154131083,gnis:County,Gwinnett,regular
154131083,gnis:ST_num,13,regular
154131083,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154131083,gnis:ST_alpha,GA,regular
154131083,gnis:County_num,135,regular
154131106,ele,336,regular
154131106,name,Whitlock Farms,regular
154131106,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154131106,place,hamlet,regular
154131106,id,1688427,gnis
154131106,gnis:Class,Populated Place,regular
154131106,gnis:County,Gwinnett,regular
154131106,gnis:ST_num,13,regular
154131106,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154131106,gnis:ST_alpha,GA,regular
154131106,gnis:County_num,135,regular
154132647,ele,298,regular
154132647,name,Sioux Acres Mobile Home Park,regular
154132647,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154132647,place,neighbourhood,regular
154132647,id,1688368,gnis
154132647,gnis:Class,Populated Place,regular
154132647,gnis:County,Gwinnett,regular
154132647,gnis:ST_num,13,regular
154132647,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154132647,gnis:ST_alpha,GA,regular
154132647,gnis:County_num,135,regular
154132661,ele,313,regular
154132661,name,Sunny Acres,regular
154132661,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154132661,place,neighbourhood,regular
154132661,id,1688396,gnis
154132661,gnis:Class,Populated Place,regular
154132661,gnis:County,Gwinnett,regular
154132661,gnis:ST_num,13,regular
154132661,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154132661,gnis:ST_alpha,GA,regular
154132661,gnis:County_num,135,regular
154132673,ele,352,regular
154132673,name,Timberwood Estates,regular
154132673,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154132673,place,hamlet,regular
154132673,id,1688412,gnis
154132673,gnis:Class,Populated Place,regular
154132673,gnis:County,Gwinnett,regular
154132673,gnis:ST_num,13,regular
154132673,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154132673,gnis:ST_alpha,GA,regular
154132673,gnis:County_num,135,regular
154133775,ele,331,regular
154133775,name,Rogers Mill,regular
154133775,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154133775,place,neighbourhood,regular
154133775,id,1688342,gnis
154133775,gnis:Class,Populated Place,regular
154133775,gnis:County,Gwinnett,regular
154133775,gnis:ST_num,13,regular
154133775,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154133775,gnis:ST_alpha,GA,regular
154133775,gnis:County_num,135,regular
154136982,ele,293,regular
154136982,name,Berkeley Hills,regular
154136982,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154136982,place,hamlet,regular
154136982,id,1688025,gnis
154136982,gnis:Class,Populated Place,regular
154136982,gnis:County,Gwinnett,regular
154136982,gnis:ST_num,13,regular
154136982,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154136982,gnis:ST_alpha,GA,regular
154136982,gnis:County_num,135,regular
154141659,ele,311,regular
154141659,name,Hyde Park,regular
154141659,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154141659,place,neighbourhood,regular
154141659,id,1688191,gnis
154141659,gnis:Class,Populated Place,regular
154141659,gnis:County,Gwinnett,regular
154141659,gnis:ST_num,13,regular
154141659,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154141659,gnis:ST_alpha,GA,regular
154141659,gnis:County_num,135,regular
154145797,ele,299,regular
154145797,name,Jackson Township,regular
154145797,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154145797,place,neighbourhood,regular
154145797,id,1688203,gnis
154145797,gnis:Class,Populated Place,regular
154145797,gnis:County,Gwinnett,regular
154145797,gnis:ST_num,13,regular
154145797,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154145797,gnis:ST_alpha,GA,regular
154145797,gnis:County_num,135,regular
154145852,ele,360,regular
154145852,name,Somerset Hills,regular
154145852,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154145852,place,hamlet,regular
154145852,id,1688375,gnis
154145852,gnis:Class,Populated Place,regular
154145852,gnis:County,Gwinnett,regular
154145852,gnis:ST_num,13,regular
154145852,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154145852,gnis:ST_alpha,GA,regular
154145852,gnis:County_num,135,regular
154150319,ele,286,regular
154150319,name,Johns Creek,regular
154150319,is_in,"Fulton,Georgia,Ga.,GA,USA",regular
154150319,place,hamlet,regular
154150319,id,2100780,gnis
154150319,gnis:Class,Populated Place,regular
154150319,gnis:County,Fulton,regular
154150319,gnis:ST_num,13,regular
154150319,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154150319,gnis:ST_alpha,GA,regular
154150319,gnis:County_num,121,regular
154150719,ele,329,regular
154150719,name,Jackson Square,regular
154150719,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154150719,place,neighbourhood,regular
154150719,id,1688202,gnis
154150719,gnis:Class,Populated Place,regular
154150719,gnis:County,Gwinnett,regular
154150719,gnis:ST_num,13,regular
154150719,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154150719,gnis:ST_alpha,GA,regular
154150719,gnis:County_num,135,regular
154152886,ele,301,regular
154152886,name,Graystone North,regular
154152886,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154152886,place,hamlet,regular
154152886,id,1688158,gnis
154152886,gnis:Class,Populated Place,regular
154152886,gnis:County,Gwinnett,regular
154152886,gnis:ST_num,13,regular
154152886,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154152886,gnis:ST_alpha,GA,regular
154152886,gnis:County_num,135,regular
154156458,ele,310,regular
154156458,name,Sandlewood,regular
154156458,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154156458,place,neighbourhood,regular
154156458,id,1688353,gnis
154156458,gnis:Class,Populated Place,regular
154156458,gnis:County,Gwinnett,regular
154156458,gnis:ST_num,13,regular
154156458,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154156458,gnis:ST_alpha,GA,regular
154156458,gnis:County_num,135,regular
154160940,ele,312,regular
154160940,name,Shake Rag,regular
154160940,is_in,"Fulton,Georgia,Ga.,GA,USA",regular
154160940,place,hamlet,regular
154160940,id,333012,gnis
154160940,gnis:Class,Populated Place,regular
154160940,gnis:County,Fulton,regular
154160940,gnis:ST_num,13,regular
154160940,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154160940,gnis:ST_alpha,GA,regular
154160940,gnis:County_num,121,regular
154162085,ele,310,regular
154162085,name,Carriage Gate,regular
154162085,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154162085,place,neighbourhood,regular
154162085,id,1688063,gnis
154162085,gnis:Class,Populated Place,regular
154162085,gnis:County,Gwinnett,regular
154162085,gnis:ST_num,13,regular
154162085,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154162085,gnis:ST_alpha,GA,regular
154162085,gnis:County_num,135,regular
154162348,ele,292,regular
154162348,name,Ansley Brook,regular
154162348,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154162348,place,hamlet,regular
154162348,id,1688013,gnis
154162348,gnis:Class,Populated Place,regular
154162348,gnis:County,Gwinnett,regular
154162348,gnis:ST_num,13,regular
154162348,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154162348,gnis:ST_alpha,GA,regular
154162348,gnis:County_num,135,regular
154162356,ele,304,regular
154162356,name,Berkeley Manor,regular
154162356,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154162356,place,hamlet,regular
154162356,id,1688030,gnis
154162356,gnis:Class,Populated Place,regular
154162356,gnis:County,Gwinnett,regular
154162356,gnis:ST_num,13,regular
154162356,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154162356,gnis:ST_alpha,GA,regular
154162356,gnis:County_num,135,regular
154169838,ele,323,regular
154169838,name,Fairfield Farms,regular
154169838,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154169838,place,hamlet,regular
154169838,id,1688120,gnis
154169838,gnis:Class,Populated Place,regular
154169838,gnis:County,Gwinnett,regular
154169838,gnis:ST_num,13,regular
154169838,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154169838,gnis:ST_alpha,GA,regular
154169838,gnis:County_num,135,regular
154171582,ele,323,regular
154171582,name,Snellville,regular
154171582,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154171582,place,town,regular
154171582,id,334004,gnis
154171582,wikidata,Q1639930,regular
154171582,wikipedia,"en:Snellville, Georgia",regular
154171582,gnis:Class,Populated Place,regular
154171582,population,19983,regular
154171582,gnis:County,Gwinnett,regular
154171582,gnis:ST_num,13,regular
154171582,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154171582,gnis:ST_alpha,GA,regular
154171582,gnis:County_num,135,regular
154171582,population,19983;2006,census
154172888,ele,317,regular
154172888,name,Waverly Woods,regular
154172888,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154172888,place,neighbourhood,regular
154172888,id,1688424,gnis
154172888,gnis:Class,Populated Place,regular
154172888,gnis:County,Gwinnett,regular
154172888,gnis:ST_num,13,regular
154172888,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154172888,gnis:ST_alpha,GA,regular
154172888,gnis:County_num,135,regular
154179727,ele,325,regular
154179727,name,Lawrenceville,regular
154179727,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154179727,place,town,regular
154179727,id,316699,gnis
154179727,gnis:Class,Populated Place,regular
154179727,population,28851,regular
154179727,gnis:County,Gwinnett,regular
154179727,gnis:ST_num,13,regular
154179727,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154179727,gnis:ST_alpha,GA,regular
154179727,gnis:County_num,135,regular
154179727,population,28851;2006,census
154180410,ele,291,regular
154180410,name,Jones Bridge Landing,regular
154180410,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154180410,place,hamlet,regular
154180410,id,1688207,gnis
154180410,gnis:Class,Populated Place,regular
154180410,gnis:County,Gwinnett,regular
154180410,gnis:ST_num,13,regular
154180410,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154180410,gnis:ST_alpha,GA,regular
154180410,gnis:County_num,135,regular
154181829,ele,302,regular
154181829,name,Sheffield Forest,regular
154181829,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154181829,place,hamlet,regular
154181829,id,1688363,gnis
154181829,gnis:Class,Populated Place,regular
154181829,gnis:County,Gwinnett,regular
154181829,gnis:ST_num,13,regular
154181829,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154181829,gnis:ST_alpha,GA,regular
154181829,gnis:County_num,135,regular
154184814,ele,307,regular
154184814,name,Oakbrook Forest,regular
154184814,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154184814,place,hamlet,regular
154184814,id,1688285,gnis
154184814,gnis:Class,Populated Place,regular
154184814,gnis:County,Gwinnett,regular
154184814,gnis:ST_num,13,regular
154184814,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154184814,gnis:ST_alpha,GA,regular
154184814,gnis:County_num,135,regular
154185311,ele,315,regular
154185311,name,Village Gate,regular
154185311,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154185311,id,1688416,gnis
154185311,gnis:Class,Populated Place,regular
154185311,gnis:County,Gwinnett,regular
154185311,gnis:ST_num,13,regular
154185311,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154185311,gnis:ST_alpha,GA,regular
154185311,gnis:County_num,135,regular
154188097,ele,283,regular
154188097,name,Hopkins Mill,regular
154188097,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154188097,place,hamlet,regular
154188097,id,1688187,gnis
154188097,gnis:Class,Populated Place,regular
154188097,gnis:County,Gwinnett,regular
154188097,gnis:ST_num,13,regular
154188097,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154188097,gnis:ST_alpha,GA,regular
154188097,gnis:County_num,135,regular
154193947,ele,329,regular
154193947,name,Deerwood,regular
154193947,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154193947,place,hamlet,regular
154193947,id,1688098,gnis
154193947,gnis:Class,Populated Place,regular
154193947,gnis:County,Gwinnett,regular
154193947,gnis:ST_num,13,regular
154193947,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154193947,gnis:ST_alpha,GA,regular
154193947,gnis:County_num,135,regular
154201088,ele,334,regular
154201088,name,Grayson,regular
154201088,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154201088,place,village,regular
154201088,id,314805,gnis
154201088,gnis:Class,Populated Place,regular
154201088,population,1404,regular
154201088,gnis:County,Gwinnett,regular
154201088,gnis:ST_num,13,regular
154201088,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154201088,gnis:ST_alpha,GA,regular
154201088,gnis:County_num,135,regular
154201088,population,1404;2006,census
154201442,ele,280,regular
154201442,name,Burnt Creek,regular
154201442,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154201442,place,neighbourhood,regular
154201442,id,1688055,gnis
154201442,gnis:Class,Populated Place,regular
154201442,gnis:County,Gwinnett,regular
154201442,gnis:ST_num,13,regular
154201442,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154201442,gnis:ST_alpha,GA,regular
154201442,gnis:County_num,135,regular
154204776,ele,307,regular
154204776,name,Hunting Creek,regular
154204776,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154204776,place,hamlet,regular
154204776,id,1688190,gnis
154204776,gnis:Class,Populated Place,regular
154204776,gnis:County,Gwinnett,regular
154204776,gnis:ST_num,13,regular
154204776,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154204776,gnis:ST_alpha,GA,regular
154204776,gnis:County_num,135,regular
154207367,ele,311,regular
154207367,name,Inglenook,regular
154207367,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154207367,place,neighbourhood,regular
154207367,id,1688196,gnis
154207367,gnis:Class,Populated Place,regular
154207367,gnis:County,Gwinnett,regular
154207367,gnis:ST_num,13,regular
154207367,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154207367,gnis:ST_alpha,GA,regular
154207367,gnis:County_num,135,regular
154213953,ele,277,regular
154213953,name,Coopers Pond,regular
154213953,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154213953,place,hamlet,regular
154213953,id,1688083,gnis
154213953,gnis:Class,Populated Place,regular
154213953,gnis:County,Gwinnett,regular
154213953,gnis:ST_num,13,regular
154213953,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154213953,gnis:ST_alpha,GA,regular
154213953,gnis:County_num,135,regular
154216337,ele,310,regular
154216337,name,Summerville,regular
154216337,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154216337,place,neighbourhood,regular
154216337,id,1688392,gnis
154216337,gnis:Class,Populated Place,regular
154216337,gnis:County,Gwinnett,regular
154216337,gnis:ST_num,13,regular
154216337,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154216337,gnis:ST_alpha,GA,regular
154216337,gnis:County_num,135,regular
154216492,ele,323,regular
154216492,name,Sterling Acres,regular
154216492,is_in,"DeKalb,Georgia,Ga.,GA,USA",regular
154216492,place,neighbourhood,regular
154216492,id,1687334,gnis
154216492,gnis:Class,Populated Place,regular
154216492,gnis:County,DeKalb,regular
154216492,gnis:ST_num,13,regular
154216492,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154216492,gnis:ST_alpha,GA,regular
154216492,gnis:County_num,089,regular
154284515,ele,330,regular
154284515,name,Oak Village,regular
154284515,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154284515,place,hamlet,regular
154284515,id,1688281,gnis
154284515,gnis:Class,Populated Place,regular
154284515,gnis:County,Gwinnett,regular
154284515,gnis:ST_num,13,regular
154284515,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154284515,gnis:ST_alpha,GA,regular
154284515,gnis:County_num,135,regular
154286067,ele,312,regular
154286067,name,Stone Mill,regular
154286067,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154286067,place,neighbourhood,regular
154286067,id,1688382,gnis
154286067,gnis:Class,Populated Place,regular
154286067,gnis:County,Gwinnett,regular
154286067,gnis:ST_num,13,regular
154286067,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154286067,gnis:ST_alpha,GA,regular
154286067,gnis:County_num,135,regular
154290008,ele,335,regular
154290008,name,Robin Ridge,regular
154290008,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154290008,id,1688334,gnis
154290008,gnis:Class,Populated Place,regular
154290008,gnis:County,Gwinnett,regular
154290008,gnis:ST_num,13,regular
154290008,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154290008,gnis:ST_alpha,GA,regular
154290008,gnis:County_num,135,regular
154296077,ele,317,regular
154296077,name,Scotts Mill,regular
154296077,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154296077,place,neighbourhood,regular
154296077,id,1688359,gnis
154296077,gnis:Class,Populated Place,regular
154296077,gnis:County,Gwinnett,regular
154296077,gnis:ST_num,13,regular
154296077,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154296077,gnis:ST_alpha,GA,regular
154296077,gnis:County_num,135,regular
154297699,ele,325,regular
154297699,name,Falconcrest,regular
154297699,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154297699,place,neighbourhood,regular
154297699,id,1688125,gnis
154297699,gnis:Class,Populated Place,regular
154297699,gnis:County,Gwinnett,regular
154297699,gnis:ST_num,13,regular
154297699,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154297699,gnis:ST_alpha,GA,regular
154297699,gnis:County_num,135,regular
154303246,ele,312,regular
154303246,name,Saddlewood,regular
154303246,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154303246,place,neighbourhood,regular
154303246,id,1688348,gnis
154303246,gnis:Class,Populated Place,regular
154303246,gnis:County,Gwinnett,regular
154303246,gnis:ST_num,13,regular
154303246,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154303246,gnis:ST_alpha,GA,regular
154303246,gnis:County_num,135,regular
154309065,ele,310,regular
154309065,name,Danbury Village,regular
154309065,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154309065,place,neighbourhood,regular
154309065,id,1688096,gnis
154309065,gnis:Class,Populated Place,regular
154309065,gnis:County,Gwinnett,regular
154309065,gnis:ST_num,13,regular
154309065,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
154309065,gnis:ST_alpha,GA,regular
154309065,gnis:County_num,135,regular
154309226,ele,304,regular
154309226,name,Waterton,regular
154309226,is_in,"Gwinnett,Georgia,Ga.,GA,USA",regular
154309226,place,hamlet,regular
154309226,id,1688423,gnis
154309226,gnis:Class,Populated Place,regular
154309226,gnis:County,Gwinnett,regular
154309226,gnis:ST_num,13,regular
